Name,Category,ID
ironwood cupboard,Housewares,0CC7
ironwood clock,Housewares,0CCB
elegant mushroom,Plants,0CCC
round mushroom,Plants,0CCD
skinny mushroom,Plants,0CCE
flat mushroom,Plants,0CCF
rare mushroom,Plants,0CD0
pop-up toaster,Housewares,0CD2
baby chair,Housewares,0CE9
digital scale,Housewares,0CEB
timer,Tools,0D03
LCD TV (20 in.),Housewares,0D05
deer decoration,Housewares,0D0C
steamer-basket set,Housewares,0D10
lifeguard chair,Housewares,0D11
public bench,Housewares,0D12
plastic pool,Housewares,0D14
housing kit,Misc,0D15
nursery apple,Plants,0D1C
small young apple,Plants,0D1D
medium young apple,Plants,0D1E
large young apple,Plants,0D1F
apple tree,Plants,0D20
nursery orange,Plants,0D21
small young orange,Plants,0D22
medium young orange,Plants,0D23
large young orange,Plants,0D24
orange tree,Plants,0D25
nursery pear,Plants,0D26
small young pear,Plants,0D27
medium young pear,Plants,0D28
large young pear,Plants,0D29
pear tree,Plants,0D2A
nursery peach,Plants,0D2B
small young peach,Plants,0D2C
medium young peach,Plants,0D2D
large young peach,Plants,0D2E
peach tree,Plants,0D2F
nursery cherry,Plants,0D31
small young cherry,Plants,0D32
medium young cherry,Plants,0D33
large young cherry,Plants,0D34
cherry tree,Plants,0D35
natural garden table,Housewares,0D44
stone table,Housewares,0D45
stone stool,Housewares,0D46
intercom monitor,Housewares,0D47
dish-drying rack,Housewares,0D48
vertical-board fence,Fences,0D4A
bamboo lattice fence,Fences,0D4B
beekeeper's hive,Housewares,0D4E
katana,Housewares,0D4F
small cardboard boxes,Housewares,0D52
medium cardboard boxes,Housewares,0D53
large cardboard boxes,Housewares,0D54
termite mound,Housewares,0D57
soft-serve lamp,Housewares,0D58
wall-mounted TV (50 in.),Housewares,0D64
playground gym,Housewares,0D66
wall fan,Housewares,0D67
wooden wardrobe,Housewares,0D6C
wooden end table,Housewares,0D6E
wooden table,Housewares,0D6F
sturdy sewing box,Housewares,0D72
sewing project,Housewares,0D73
wheelchair,Housewares,0D74
standard umbrella stand,Housewares,0D75
western-style stone,Housewares,0D76
wooden stool,Housewares,0D79
empty can,Misc,0D8A
tea set,Housewares,0D8B
beach towel,Housewares,0D8C
boot,Misc,0D8D
old tire,Misc,0D8E
light switch,Housewares,0D8F
golden toilet,Housewares,0D90
golden seat,Housewares,0D91
common bluebottle,Bugs,0D95
paper kite butterfly,Bugs,0D96
great purple emperor,Bugs,0D97
drone beetle,Bugs,0D98
giraffe stag,Bugs,0D9A
man-faced stink bug,Bugs,0D9B
Madagascan sunset moth,Bugs,0D9C
blue weevil beetle,Bugs,0D9D
rosalia batesi beetle,Bugs,0D9F
wooden waste bin,Housewares,0DA2
frozen table,Housewares,0DA9
frozen partition,Housewares,0DAA
frozen arch,Housewares,0DAB
frozen pillar,Housewares,0DAC
frozen sculpture,Housewares,0DAD
frozen bed,Housewares,0DAE
frozen chair,Housewares,0DAF
frozen tree,Housewares,0DB0
frozen counter,Housewares,0DB1
garden bench,Housewares,0DB5
snowflake,Materials,0DD3
large snowflake,Materials,0DD4
bamboo shelf,Housewares,0DDF
bamboo partition,Housewares,0DE1
bamboo candleholder,Housewares,0DE2
bamboo doll,Housewares,0DE3
bamboo stopblock,Housewares,0DE4
bamboo floor lamp,Housewares,0DE5
bamboo wall decoration,Housewares,0DE6
iron wall lamp,Housewares,0DE7
iron worktable,Housewares,0DE8
iron hanger stand,Housewares,0DE9
iron wall rack,Housewares,0DEA
iron shelf,Housewares,0DEB
bonsai shelf,Housewares,0DFC
fish-drying rack,Housewares,0DFD
book,Housewares,0DFE
fishing-boat flag,Housewares,0DFF
writing poster,Housewares,0E00
magazine,Housewares,0E02
fishing-rod stand,Housewares,0E03
signpost,Housewares,0E04
desktop computer,Housewares,0E06
birthday candles,Housewares,0E07
birthday cake,Housewares,0E08
birthday table,Housewares,0E09
birthday sign,Housewares,0E0A
park clock,Housewares,0E0B
pool,Housewares,0E0C
open-frame kitchen,Housewares,0E1F
system kitchen,Housewares,0E20
stall,Housewares,0E21
cutting board,Housewares,0E22
soup kettle,Housewares,0E23
toy cockroach,Housewares,0E24
loft bed with desk,Housewares,0E25
floor seat,Housewares,0E26
toy box,Housewares,0E27
cute bed,Housewares,0E28
oil lamp,Housewares,0E46
bamboo basket,Housewares,0E4A
cardboard box,Housewares,0E58
hay bed,Housewares,0E5B
piano bench,Housewares,0E61
plain sink,Housewares,0E63
coconut juice,Housewares,0E64
sauna heater,Housewares,0E69
plain wooden shop sign,Housewares,0E6C
portable radio,Housewares,0E71
fish print,Housewares,0E73
writing desk,Housewares,0E75
writing chair,Housewares,0E76
white windflowers,Plants,0E7D
white-windflower bag,Plants,0E7E
white-windflower stems,Plants,0E7F
white-windflower buds,Plants,0E80
orange windflowers,Plants,0E81
orange-windflower bag,Plants,0E82
orange-windflower stems,Plants,0E83
orange-windflower buds,Plants,0E84
blue windflowers,Plants,0E85
blue-windflower stems,Plants,0E86
blue-windflower buds,Plants,0E87
pink windflowers,Plants,0E88
pink-windflower stems,Plants,0E89
pink-windflower buds,Plants,0E8A
red windflowers,Plants,0E8B
red-windflower bag,Plants,0E8C
red-windflower stems,Plants,0E8D
red-windflower buds,Plants,0E8E
purple windflowers,Plants,0E8F
purple-windflower stems,Plants,0E90
purple-windflower buds,Plants,0E91
white hyacinths,Plants,0E92
white-hyacinth bag,Plants,0E93
white-hyacinth stems,Plants,0E94
white-hyacinth buds,Plants,0E95
yellow hyacinths,Plants,0E96
yellow-hyacinth bag,Plants,0E97
yellow-hyacinth stems,Plants,0E98
yellow-hyacinth buds,Plants,0E99
pink hyacinths,Plants,0E9A
pink-hyacinth stems,Plants,0E9B
pink-hyacinth buds,Plants,0E9C
orange hyacinths,Plants,0E9D
orange-hyacinth stems,Plants,0E9E
orange-hyacinth buds,Plants,0E9F
red hyacinths,Plants,0EA0
red-hyacinth bag,Plants,0EA1
red-hyacinth stems,Plants,0EA2
red-hyacinth buds,Plants,0EA3
blue hyacinths,Plants,0EA4
blue-hyacinth stems,Plants,0EA5
blue-hyacinth buds,Plants,0EA6
purple hyacinths,Plants,0EA7
purple-hyacinth stems,Plants,0EA8
purple-hyacinth buds,Plants,0EA9
white mums,Plants,0EAA
white-mum bag,Plants,0EAB
white-mum stems,Plants,0EAC
white-mum buds,Plants,0EAD
yellow mums,Plants,0EAE
yellow-mum bag,Plants,0EAF
yellow-mum stems,Plants,0EB0
yellow-mum buds,Plants,0EB1
purple mums,Plants,0EB2
purple-mum stems,Plants,0EB3
purple-mum buds,Plants,0EB4
pink mums,Plants,0EB5
pink-mum stems,Plants,0EB6
pink-mum buds,Plants,0EB7
red mums,Plants,0EB8
red-mum bag,Plants,0EB9
red-mum stems,Plants,0EBA
red-mum buds,Plants,0EBB
golden candlestick,Housewares,0EBC
terrarium,Housewares,0EBD
Libra scale,Housewares,0EBE
hanging terrarium,Housewares,0EBF
brick well,Housewares,0EC0
green-mum stems,Plants,0EC2
green-mum buds,Plants,0EC3
den desk,Housewares,0EC7
den chair,Housewares,0EC8
potted ivy,Housewares,0EC9
pink-azalea start,Plants,0ECA
young pink azalea,Plants,0ECB
pink-azalea bush,Plants,0ECC
yellow-hibiscus start,Plants,0ECE
young yellow hibiscus,Plants,0ECF
yellow-hibiscus bush,Plants,0ED0
pink-hydrangea start,Plants,0ED2
young pink hydrangea,Plants,0ED3
pink-hydrangea bush,Plants,0ED4
blue-hydrangea start,Plants,0ED6
young blue hydrangea,Plants,0ED7
blue-hydrangea bush,Plants,0ED8
pine bonsai tree,Housewares,0EDA
mush parasol,Housewares,0EDD
mush partition,Housewares,0EDE
mush log,Housewares,0EE0
golden dishes,Housewares,0EE2
streetlamp,Housewares,0EE8
spider web,Housewares,0EE9
pennant,Housewares,0EEA
oil-barrel bathtub,Housewares,0EEB
fan,Housewares,0EEC
air circulator,Housewares,0EED
pro tape recorder,Housewares,0EEE
red-cosmos sprouts,Plants,0EEF
red-cosmos plant,Plants,0EF0
white-cosmos sprouts,Plants,0EF1
white-cosmos plant,Plants,0EF2
yellow-cosmos sprouts,Plants,0EF3
yellow-cosmos plant,Plants,0EF4
pink-cosmos plant,Plants,0EF6
orange-cosmos plant,Plants,0EF8
black-cosmos plant,Plants,0EFA
white-tulip sprouts,Plants,0EFB
white-tulip plant,Plants,0EFC
red-tulip sprouts,Plants,0EFD
red-tulip plant,Plants,0EFE
yellow-tulip sprouts,Plants,0EFF
yellow-tulip plant,Plants,0F00
pink-tulip plant,Plants,0F02
orange-tulip plant,Plants,0F04
purple-tulip plant,Plants,0F06
black-tulip plant,Plants,0F08
white-pansy sprouts,Plants,0F09
white-pansy plant,Plants,0F0A
red-pansy sprouts,Plants,0F0B
red-pansy plant,Plants,0F0C
yellow-pansy sprouts,Plants,0F0D
yellow-pansy plant,Plants,0F0E
orange-pansy plant,Plants,0F10
purple-pansy plant,Plants,0F12
blue-pansy plant,Plants,0F14
white-rose sprouts,Plants,0F15
white-rose plant,Plants,0F16
red-rose sprouts,Plants,0F17
red-rose plant,Plants,0F18
yellow-rose sprouts,Plants,0F19
yellow-rose plant,Plants,0F1A
pink-rose plant,Plants,0F1C
orange-rose plant,Plants,0F1E
purple-rose plant,Plants,0F20
black-rose plant,Plants,0F22
blue-rose plant,Plants,0F24
gold-rose plant,Plants,0F26
white-lily sprouts,Plants,0F2D
white-lily plant,Plants,0F2E
red-lily sprouts,Plants,0F2F
red-lily plant,Plants,0F30
yellow-lily sprouts,Plants,0F31
yellow-lily plant,Plants,0F32
pink-lily plant,Plants,0F34
orange-lily plant,Plants,0F36
black-lily plant,Plants,0F38
white-windflower sprouts,Plants,0F39
white-windflower plant,Plants,0F3A
orange-windflower sprouts,Plants,0F3B
orange-windflower plant,Plants,0F3C
blue-windflower plant,Plants,0F3E
pink-windflower plant,Plants,0F40
red-windflower sprouts,Plants,0F41
red-windflower plant,Plants,0F42
purple-windflower plant,Plants,0F44
white-hyacinth sprouts,Plants,0F45
white-hyacinth plant,Plants,0F46
yellow-hyacinth sprouts,Plants,0F47
yellow-hyacinth plant,Plants,0F48
pink-hyacinth plant,Plants,0F4A
orange-hyacinth plant,Plants,0F4C
red-hyacinth sprouts,Plants,0F4D
red-hyacinth plant,Plants,0F4E
blue-hyacinth plant,Plants,0F50
purple-hyacinth plant,Plants,0F52
white-mum sprouts,Plants,0F53
white-mum plant,Plants,0F54
yellow-mum sprouts,Plants,0F55
yellow-mum plant,Plants,0F56
purple-mum plant,Plants,0F58
pink-mum plant,Plants,0F5A
red-mum sprouts,Plants,0F5B
red-mum plant,Plants,0F5C
green-mum plant,Plants,0F5E
ironwood DIY workbench,Housewares,0F67
outdoor table,Housewares,0F6A
outdoor bench,Housewares,0F6B
accessories stand,Housewares,0F6C
anthurium plant,Housewares,0F6D
antique chair,Housewares,0F6E
antique console table,Housewares,0F6F
antique table,Housewares,0F70
antique phone,Housewares,0F71
antique clock,Housewares,0F72
antique vanity,Housewares,0F73
antique bureau,Housewares,0F74
antique bed,Housewares,0F75
antique mini table,Housewares,0F76
antique wardrobe,Housewares,0F77
handy water cooler,Housewares,0F78
fortune-telling set,Housewares,0F79
inflatable sofa,Housewares,0F7A
film projector,Housewares,0F7B
painting set,Housewares,0F7D
big festive tree,Housewares,0F7E
broom and dustpan,Housewares,0F7F
homework set,Housewares,0F80
toy centipede,Housewares,0F81
imperial decorative shelves,Housewares,0F82
imperial partition,Housewares,0F83
imperial chest,Housewares,0F84
imperial bed,Housewares,0F85
imperial low table,Housewares,0F86
orange end table,Housewares,0F87
orange wall-mounted clock,Housewares,0F88
shell arch,Housewares,0F89
shell partition,Housewares,0F8A
shell stool,Housewares,0F8B
shell table,Housewares,0F8C
shell fountain,Housewares,0F8E
shell bed,Housewares,0F8F
shell lamp,Housewares,0F90
wall-mounted TV (20 in.),Housewares,0F92
wall-mounted phone,Housewares,0F93
festive tree,Housewares,0F97
key holder,Housewares,0F98
analog kitchen scale,Housewares,0F99
cute DIY table,Housewares,0F9B
cute wall-mounted clock,Housewares,0F9C
cute wardrobe,Housewares,0F9D
cute sofa,Housewares,0F9E
cute chair,Housewares,0F9F
cute tea table,Housewares,0FA0
cute vanity,Housewares,0FA1
cute floor lamp,Housewares,0FA2
cute music player,Housewares,0FA3
climbing wall,Housewares,0FA6
kettle bathtub,Housewares,0FA8
cordless phone,Housewares,0FA9
cherry speakers,Housewares,0FAB
cherry lamp,Housewares,0FAC
punching bag,Housewares,0FAD
folding floor lamp,Housewares,0FAE
shower booth,Housewares,0FAF
lab-experiments set,Housewares,0FB0
shower set,Housewares,0FB1
stand mixer,Housewares,0FB3
pants press,Housewares,0FB7
unglazed dish set,Housewares,0FB9
utility sink,Housewares,0FBA
floral swag,Housewares,0FBB
retro radiator,Housewares,0FBC
rotary phone,Housewares,0FBD
bathroom towel rack,Housewares,0FBE
traditional tea set,Housewares,0FC1
scattered papers,Housewares,0FC2
log garden lounge,Housewares,0FC3
log decorative shelves,Housewares,0FC4
log wall-mounted clock,Housewares,0FC5
log stool,Housewares,0FC6
log chair,Housewares,0FC7
log dining table,Housewares,0FC8
log bed,Housewares,0FC9
log bench,Housewares,0FCA
log round table,Housewares,0FCB
log extra-long sofa,Housewares,0FCC
rattan waste bin,Housewares,0FCD
rattan end table,Housewares,0FCE
rattan stool,Housewares,0FCF
rattan towel basket,Housewares,0FD0
rattan wardrobe,Housewares,0FD1
rattan table lamp,Housewares,0FD2
rattan vanity,Housewares,0FD3
rattan bed,Housewares,0FD4
rattan armchair,Housewares,0FD5
rattan low table,Housewares,0FD6
illuminated tree,Housewares,0FE2
tabletop festive tree,Housewares,0FE3
table setting,Housewares,0FE4
table lamp,Housewares,0FE5
street organ,Housewares,0FE6
electronics kit,Housewares,0FE7
toilet-cleaning set,Housewares,0FE8
classic pitcher,Housewares,0FE9
illuminated reindeer,Housewares,0FEA
gong,Housewares,0FEB
nail-art set,Housewares,0FEC
party garland,Housewares,0FED
barbell,Housewares,0FEE
long bathtub,Housewares,0FF0
camping cot,Housewares,0FF1
bamboo drum,Housewares,0FFD
floating-biotope planter,Housewares,0FFE
bidet,Housewares,1002
formal paper,Housewares,1003
fire pit,Housewares,1004
fax machine,Housewares,1005
poolside bed,Housewares,1006
frying pan,Housewares,1008
plasma ball,Housewares,1009
pendulum clock,Housewares,100A
infused-water dispenser,Housewares,100B
illuminated present,Housewares,100C
double-door refrigerator,Housewares,100D
essay set,Housewares,100E
old-fashioned alarm clock,Housewares,100F
hose reel,Housewares,1011
tissue box,Housewares,1012
whiteboard,Housewares,1014
wood-burning stove,Housewares,1015
magnetic knife rack,Housewares,1016
macrame tapestry,Housewares,1017
marimba,Housewares,1019
cartoonist's set,Housewares,101A
mini-cactus set,Housewares,101B
wooden fish,Housewares,101C
wooden bookshelf,Housewares,101D
peach chair,Housewares,101F
peach surprise box,Housewares,1020
monstera,Housewares,1021
coconut wall planter,Housewares,1022
illuminated snowflakes,Housewares,1023
yucca,Housewares,1024
double-sided wall clock,Housewares,1025
apple chair,Housewares,1026
freezer,Housewares,1027
diner chair,Housewares,1029
diner counter chair,Housewares,102A
diner counter table,Housewares,102B
retro gas pump,Housewares,102C
diner sofa,Housewares,102D
diner dining table,Housewares,102E
diner neon sign,Housewares,102F
diner neon clock,Housewares,1030
sturgeon,Fishes,105D
tilapia,Fishes,105E
betta,Fishes,105F
snapping turtle,Fishes,1060
golden trout,Fishes,1061
rainbowfish,Fishes,1062
anchovy,Fishes,1069
mahi-mahi,Fishes,106A
suckerfish,Fishes,106B
barreleye,Fishes,106C
basketball hoop,Housewares,1082
glass holder with candle,Housewares,1086
delivery box,Misc,1095
green-leaf pile,Housewares,10AD
yellow-leaf pile,Housewares,10AE
red-leaf pile,Housewares,10AF
frozen-treat set,Housewares,10B7
cosmos wreath,Door deco,10C5
unfinished puzzle,Housewares,10D4
destinations signpost,Housewares,10D5
bridge marker kit,Misc,10D6
incline marker kit,Misc,10D7
Animal City,Songs,10D8
Farewell,Songs,10D9
Drivin',Songs,10DA
Blank 01 (Debug),Songs,10DB
Blank 02 (Debug),Songs,10DC
Blank 03 (Debug),Songs,10DD
Welcome Horizons,Songs,10DE
portable record player,Housewares,10F2
corral fence,Fences,10FD
country fence,Fences,10FE
rope fence,Fences,1100
imperial fence,Fences,1102
straw fence,Fences,1104
iron fence,Fences,1105
spiky fence,Fences,1106
snowflake wreath,Door deco,1117
shell wreath,Door deco,1118
ornament wreath,Door deco,1119
fruit wreath,Door deco,111A
springy ride-on,Housewares,111B
football,Housewares,111D
magic kit,Housewares,1128
old-fashioned washtub,Housewares,1129
tailors construction kit,Misc,113B
cotton-candy stall,Housewares,113C
money tree,Plants,114A
nursery money tree,Plants,1154
small young money tree,Plants,1155
medium young money tree,Plants,1156
large young money tree,Plants,1157
diner mini table,Housewares,1159
vintage TV tray,Housewares,115D
present,Misc,1180
pear bed,Housewares,11C2
fish bait,Misc,11C5
shaded floor lamp,Housewares,11DC
What was this again?,Event Item DEBUG,1222
What was this again?,Event Item DEBUG,1223
delivery,Misc,1225
anomalocaris,Fossils,122B
right megalo side,Fossils,1232
left megalo side,Fossils,1233
dunkleosteus,Fossils,1234
myllokunmingia,Fossils,1236
eusthenopteron,Fossils,1237
acanthostega,Fossils,1238
juramaia,Fossils,1239
toolbox,Housewares,124F
brachio skull,Fossils,1250
brachio chest,Fossils,1251
brachio pelvis,Fossils,1252
brachio tail,Fossils,1253
quetzal torso,Fossils,1259
right quetzal wing,Fossils,125A
left quetzal wing,Fossils,125B
Wisp spirit piece,Event Item,125E
vaulting pole,Tools,125F
mush low stool,Housewares,1264
celebratory candles,Housewares,126F
monster statue,Housewares,1272
mushroom wreath,Door deco,1276
tree branch wreath,Door deco,1277
skull doorplate,Door deco,1282
bone doorplate,Door deco,128F
iron doorplate,Door deco,1290
throwback wrestling figure,Housewares,1291
throwback gothic mirror,Housewares,1292
throwback wall clock,Housewares,1294
throwback skull radio,Housewares,1295
throwback mitt chair,Housewares,1296
throwback race-car bed,Housewares,1297
throwback hat table,Housewares,1298
throwback rocket,Housewares,1299
throwback container,Housewares,129A
throwback dino screen,Housewares,129B
fish doorplate,Door deco,129C
common wall,Wallpaper,12BB
basement flooring,Floors,12BD
steel-frame wall,Wallpaper,12C1
pink painted-wood wall,Wallpaper,12C2
white painted-wood wall,Wallpaper,12C3
brown herringbone wall,Wallpaper,12C4
chocolate herringbone wall,Wallpaper,12C5
brown hallway wall,Wallpaper,12C6
chocolate hallway wall,Wallpaper,12C7
yellow-paint wall,Wallpaper,12C8
orange-paint wall,Wallpaper,12C9
blue-paint wall,Wallpaper,12CB
green-paint wall,Wallpaper,12CC
rustic-stone wall,Wallpaper,12CD
blue-crown wall,Wallpaper,12CE
black-crown wall,Wallpaper,12CF
pink-crown wall,Wallpaper,12D0
beige art-deco wall,Wallpaper,12D1
red art-deco wall,Wallpaper,12D2
screen wall,Wallpaper,12D3
gold-screen wall,Wallpaper,12D4
circuit-board wall,Wallpaper,12D5
shutter wall,Wallpaper,12D9
white botanical-tile wall,Wallpaper,12DA
brown botanical-tile wall,Wallpaper,12DB
chic wall,Wallpaper,12DC
lattice wall,Wallpaper,12DE
beige blossoming wall,Wallpaper,12DF
wavy-tile wall,Wallpaper,12E0
bamboo wall,Wallpaper,12E1
beige desert-tile wall,Wallpaper,12E2
blue desert-tile wall,Wallpaper,12E3
bamboo-screen wall,Wallpaper,12E4
classic-library wall,Wallpaper,12E5
manga-library wall,Wallpaper,12E6
bank-vault wall,Wallpaper,12E7
cabin wall,Wallpaper,12E8
crepe-design wall,Wallpaper,12E9
construction-site wall,Wallpaper,12EB
stacked-wood wall,Wallpaper,12EC
rammed-earth wall,Wallpaper,12ED
groovy wall,Wallpaper,12EE
retro flower-print wall,Wallpaper,12EF
blue intricate wall,Wallpaper,12F0
yellow intricate wall,Wallpaper,12F1
ivy wall,Wallpaper,12F2
rock-climbing wall,Wallpaper,12F3
skyscraper wall,Wallpaper,12F4
bamboo-grove wall,Wallpaper,12F5
paintball wall,Wallpaper,12F6
snowflake wall,Wallpaper,12F7
dirt-clod wall,Wallpaper,12F8
old wallpaper,Wallpaper,12F9
wild-wood wall,Wallpaper,12FA
wooden-mosaic wall,Wallpaper,12FB
dark wooden-mosaic wall,Wallpaper,12FC
stately wall,Wallpaper,12FD
mosaic-tile wall,Wallpaper,12FE
shoji screen,Wallpaper,12FF
modern shoji-screen wall,Wallpaper,1300
honeycomb wall,Wallpaper,1301
exquisite wall,Wallpaper,1302
yellow simple-cloth wall,Wallpaper,1303
pink simple-cloth wall,Wallpaper,1304
blue simple-cloth wall,Wallpaper,1305
orange molded-panel wall,Wallpaper,1306
blue molded-panel wall,Wallpaper,1307
gray molded-panel wall,Wallpaper,1308
abstract wall,Wallpaper,1309
blue heart-pattern wall,Wallpaper,130A
pink heart-pattern wall,Wallpaper,130B
industrial wall,Wallpaper,130C
beaded-curtain wall,Wallpaper,130D
heavy-curtain wall,Wallpaper,130E
marine pop wall,Wallpaper,130F
butterflies wall,Wallpaper,1310
kisses wall,Wallpaper,1311
blackboard wall,Wallpaper,1312
camo wall,Wallpaper,1313
blue camo wall,Wallpaper,1314
purple camo wall,Wallpaper,1315
pastel puzzle wall,Wallpaper,1316
colorful puzzle wall,Wallpaper,1317
blue playroom wall,Wallpaper,1318
pink playroom wall,Wallpaper,1319
concrete wall,Wallpaper,131A
white delicate-blooms wall,Wallpaper,131B
monochromatic dotted wall,Wallpaper,131C
pink flower-print wall,Wallpaper,131D
golden wall,Wallpaper,131E
pink blossoming wall,Wallpaper,131F
blue blossoming wall,Wallpaper,1320
red delicate-blooms wall,Wallpaper,1321
green delicate-blooms wall,Wallpaper,1322
pastel dotted wall,Wallpaper,1323
red dotted wall,Wallpaper,1324
purple dotted wall,Wallpaper,1326
green blossoming wall,Wallpaper,1327
modern wood wall,Wallpaper,1328
autumn wall,Wallpaper,1329
rose wall,Wallpaper,132A
purple-rose wall,Wallpaper,132B
mod wall,Wallpaper,132C
honeycomb-tile wall,Wallpaper,132D
monochromatic-tile wall,Wallpaper,132E
wooden-knot wall,Wallpaper,132F
blue honeycomb-tile wall,Wallpaper,1330
green honeycomb-tile wall,Wallpaper,1331
white honeycomb-tile wall,Wallpaper,1332
orange wall,Wallpaper,1333
apple wall,Wallpaper,1334
pear wall,Wallpaper,1335
peach wall,Wallpaper,1336
cherry wall,Wallpaper,1337
white perforated-board wall,Wallpaper,1338
perforated-board wall,Wallpaper,1339
black perforated-board wall,Wallpaper,133A
gray shanty wall,Wallpaper,133B
pink shanty wall,Wallpaper,133C
blue shanty wall,Wallpaper,133D
brown shanty wall,Wallpaper,133E
white-brick wall,Wallpaper,133F
red-brick wall,Wallpaper,1340
black-brick wall,Wallpaper,1341
aqua tile wall,Wallpaper,1342
colorful-tile wall,Wallpaper,1343
dark-chocolate wall,Wallpaper,1344
white-chocolate wall,Wallpaper,1345
strawberry-chocolate wall,Wallpaper,1346
green flower-print wall,Wallpaper,1347
ancient wall,Wallpaper,1348
white simple-cloth wall,Wallpaper,134B
blue subway-tile wall,Wallpaper,134C
white subway-tile wall,Wallpaper,134D
pink-striped wall,Wallpaper,134F
gray-striped wall,Wallpaper,1350
blue-striped wall,Wallpaper,1351
yellow-striped wall,Wallpaper,1352
sakura-wood wall,Wallpaper,1353
blue painted-wood wall,Wallpaper,1354
green painted-wood wall,Wallpaper,1355
ship deck,Floors,1356
concrete flooring,Floors,1357
green rubber flooring,Floors,1358
arabesque flooring,Floors,1359
blue rubber flooring,Floors,135A
jointed-mat flooring,Floors,135B
pastel puzzle flooring,Floors,135C
colorful puzzle flooring,Floors,135D
rose flooring,Floors,135E
leopard-print flooring,Floors,135F
steel flooring,Floors,1360
giraffe-print flooring,Floors,1361
zebra-print flooring,Floors,1362
stripe flooring,Floors,1363
bamboo flooring,Floors,1364
beige desert-tile flooring,Floors,1365
blue desert-tile flooring,Floors,1366
rattan flooring,Floors,1367
lunar surface,Floors,1368
cork flooring,Floors,1369
sandy-beach flooring,Floors,136A
terra-cotta flooring,Floors,136B
hexagonal floral flooring,Floors,136C
random-square-tile flooring,Floors,136D
white-brick flooring,Floors,136E
red-brick flooring,Floors,136F
black-brick flooring,Floors,1370
floral rush-mat flooring,Floors,1371
gravel flooring,Floors,1372
backyard lawn,Floors,1373
field flooring,Floors,1374
dirt flooring,Floors,1375
boxing-ring mat,Floors,1376
Saharah's desert,Floors,1377
western desert,Floors,1378
sandlot,Floors,1379
money flooring,Floors,137A
cubic parquet flooring,Floors,137B
paintball flooring,Floors,137C
ski-slope flooring,Floors,137D
colored-leaves flooring,Floors,137E
light wood-pattern flooring,Floors,137F
dark wood-pattern flooring,Floors,1380
floral mosaic-tile flooring,Floors,1381
argyle tile flooring,Floors,1382
patchwork-tile flooring,Floors,1383
racetrack flooring,Floors,1384
parking flooring,Floors,1385
arched-brick flooring,Floors,1386
honeycomb flooring,Floors,1387
simple red flooring,Floors,1388
simple blue flooring,Floors,1389
simple purple flooring,Floors,138B
simple white flooring,Floors,138C
daisy meadow,Floors,138D
wildflower meadow,Floors,138E
crosswalk flooring,Floors,138F
sidewalk flooring,Floors,1390
train-station flooring,Floors,1391
scramble crosswalk,Floors,1392
dig-site flooring,Floors,1393
imperial tile,Floors,1394
sumo ring,Floors,1395
camo flooring,Floors,1397
blue camo flooring,Floors,1398
purple camo flooring,Floors,1399
common flooring,Floors,139A
pine-board flooring,Floors,139B
white mosaic-tile flooring,Floors,139C
golden flooring,Floors,139D
light parquet flooring,Floors,139E
monochromatic dot flooring,Floors,139F
marine pop flooring,Floors,13A0
dark parquet flooring,Floors,13A1
mint dot flooring,Floors,13A2
red dot flooring,Floors,13A3
blue dot flooring,Floors,13A4
water flooring,Floors,13A6
flagstone flooring,Floors,13A7
birch flooring,Floors,13A8
natural-block flooring,Floors,13A9
lobby flooring,Floors,13AA
dark-block flooring,Floors,13AB
aqua tile flooring,Floors,13AC
colorful mosaic-tile flooring,Floors,13AD
brown honeycomb tile,Floors,13AE
tatami,Floors,13AF
blue honeycomb tile,Floors,13B0
green honeycomb tile,Floors,13B1
white honeycomb tile,Floors,13B2
orange retro flooring,Floors,13B3
modern wood flooring,Floors,13B4
green retro flooring,Floors,13B5
gray vinyl flooring,Floors,13B6
red-and-black vinyl flooring,Floors,13B7
green vinyl flooring,Floors,13B8
wooden-knot flooring,Floors,13B9
dark-chocolates flooring,Floors,13BA
palace tile,Floors,13BB
white-chocolates flooring,Floors,13BC
berry-chocolates flooring,Floors,13BD
pyramid tile,Floors,13BE
sakura-wood flooring,Floors,13C0
blue-paint flooring,Floors,13C1
green-paint flooring,Floors,13C2
pink-paint flooring,Floors,13C3
white-paint flooring,Floors,13C4
light herringbone flooring,Floors,13C5
dark herringbone flooring,Floors,13C6
rosewood flooring,Floors,13C7
gold iron-parquet flooring,Floors,13C8
brown iron-parquet flooring,Floors,13C9
black iron-parquet flooring,Floors,13CA
monochromatic tile flooring,Floors,13CB
colorful tile flooring,Floors,13CC
stone tile,Floors,13CD
cute-paint flooring,Floors,13CE
cool-paint flooring,Floors,13CF
yellow floral flooring,Floors,13D1
blue floral flooring,Floors,13D2
brown floral flooring,Floors,13D3
kitschy tile,Floors,13D4
tatami flooring,Floors,13D5
rush tatami flooring,Floors,13D6
rush tatami,Floors,13D7
gray argyle-tile flooring,Floors,13D8
brown argyle-tile flooring,Floors,13D9
circuit-board flooring,Floors,13DA
hyacinth wand,Tools,13DB
windflower wand,Tools,13DC
tulip wand,Tools,13DD
pansy wand,Tools,13E3
cosmos wand,Tools,13E4
rose wand,Tools,13E5
lily wand,Tools,13E6
mums wand,Tools,13E7
shell speaker,Housewares,141E
nursery cedar,Plants,141F
nursery hardwood,Plants,1420
